,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
1013,50000000,Crime|Thriller,,181283,based on novel|soviet union|russian|murder|serial kiler|military|tyranny|1950s,en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",40.371098,Summit Entertainment,United Kingdom,2015,3324330,137,English,Released,How do you find a killer who doesn’t exist?,Child 44,6.1,547,Daniel Espinosa,Gary Oldman,Noomi Rapace,Joel Kinnaman,tt1014763
1014,48000000,Adventure|Comedy,,9896,casino|run|millionaire|road movie,en,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",18.60049,Paramount Pictures,Canada,2001,85498534,112,English,Released,563 miles. 9 people. $2 million. 1001 problems!,Rat Race,6,518,Jerry Zucker,Seth Green,Whoopi Goldberg,Breckin Meyer,tt0250687
1015,48000000,Drama|Science Fiction,http://www.k-pax.com/,167,robbery|dream|hypnosis|investigator|murder|alien|hospital|planet|patient|medical|psychiatrist|science|assistant,en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",30.920075,Intermedia Films,Germany,2001,50315140,120,English,Released,Change the way you look at the world.,K-PAX,7.1,695,Iain Softley,Kevin Spacey,Mary McCormack,Alfre Woodard,tt0272152
1016,0,Comedy|Fantasy|Romance|Science Fiction,,11232,lover (female)|love of one's life|time travel|kiss|past|secret love|fish out of water,en,Kate & Leopold,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",11.940711,Miramax Films,United States of America,2001,0,118,English,Released,If they lived in the same century they'd be perfect for each other.,Kate & Leopold,6,418,James Mangold,Hugh Jackman,Liev Schreiber,Breckin Meyer,tt0035423
1017,48000000,Fantasy|Comedy|Romance,,1636,love of one's life|mephisto|wish,en,Bedazzled,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",19.348007,Twentieth Century Fox Film Corporation,United States of America,2000,90383208,93,English,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,5.6,512,Harold Ramis,Brendan Fraser,Frances O'Connor,Orlando Jones,tt0230030
1018,58000000,Music|Drama|Crime|Romance,,2148,jazz|jazz musician|music|mafia,en,The Cotton Club,"The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.",8.59075,Orion Pictures,United States of America,1984,25928721,127,English,Released,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,The Cotton Club,6.6,68,Francis Ford Coppola,Gregory Hines,Diane Lane,Lonette McKee,tt0087089
1019,55000000,Western,http://www.310toyumathefilm.com/,5176,bar|hero|liberation of prisoners|transport of prisoners|wilderness|dying and death|race against time|rivalry|gang|gunfight|crime|family|psychology|dishonesty|chases and races|mind and soul,en,3:10 to Yuma,"In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",48.801089,Tree Line Films,United States of America,2007,70016220,122,English,Released,Time waits for one man.,3:10 to Yuma,6.9,1188,James Mangold,Christian Bale,Logan Lerman,Dallas Roberts,tt0381849
1020,48000000,Thriller|Action,http://www.taken3movie.com/,260346,revenge|murder|on the run|fugitive|framed|father daughter relationship|framed for murder,en,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",88.844777,Twentieth Century Fox Film Corporation,France,2014,325771424,109,English,Released,It Ends Here,Taken 3,6.1,2200,Olivier Megaton,Forest Whitaker,Maggie Grace,Famke Janssen,tt2446042
1021,48000000,Romance|Comedy|Crime,,1389,journalist,en,Out of Sight,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",16.000178,Universal Pictures,United States of America,1998,77745568,123,English,Released,Opposites attract.,Out of Sight,6.5,333,Steven Soderbergh,Jennifer Lopez,Ving Rhames,Don Cheadle,tt0120780
1022,47000000,Comedy|Drama|Thriller,,9894,prison|prostitute|karaoke|dark comedy,en,The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",19.525659,Columbia Pictures Corporation,United States of America,1996,102825796,96,English,Released,There's no such thing as free cable.,The Cable Guy,5.7,594,Ben Stiller,Matthew Broderick,Leslie Mann,Jack Black,tt0115798
1023,0,Drama,,7504,based on novel|period drama|woman director|1940s,hi,1947: Earth,It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.,1.246883,Cracking the Earth Films,Canada,1998,528972,101,हिन्दी,Released,,Earth,6.6,9,Deepa Mehta,Nandita Das,Maia Sethna,Kitu Gidwani,tt0150433
1024,47000000,Adventure|Action|Comedy|Thriller|Crime,,8592,corruption|crime fighter|gangster boss|investigator|policeman,en,Dick Tracy,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",7.859226,Touchstone Pictures,United States of America,1990,103738726,103,English,Released,Their turf. Their game. Their rules. They didn't count on HIS law...,Dick Tracy,5.9,251,Warren Beatty,Al Pacino,Madonna,Charlie Korsmo,tt0099422
1025,48000000,Drama|Crime|Romance,,913,stolen painting,en,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",18.102572,Irish Dreamtime,United States of America,1999,124305181,113,English,Released,How do you get the man who has everything?,The Thomas Crown Affair,6.6,339,John McTiernan,Rene Russo,Denis Leary,Ben Gazzara,tt0155267
1026,48000000,Comedy|Drama|Romance,,11091,baby|becoming an adult|puberty|dream|drug addict|wife|unwillingly pregnant|writer|youth|woman director,en,Riding in Cars with Boys,"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",7.226115,Columbia Pictures,United States of America,2001,35743308,132,English,Released,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,Riding in Cars with Boys,6.5,103,Penny Marshall,Steve Zahn,Adam Garcia,Brittany Murphy,tt0200027
1027,15000000,Action|Adventure|Thriller|War,,1368,prison|vietnam veteran|falsely accused|police brutality|sheriff|guerrilla|submachine gun|gun|destroy|self-defense|vietnam|vietnam war|prosecution|dying and death|village and town|police operation|attempt to escape|matter of life and death|survivor|hiking|weapon|firearm|police|escape,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",63.071046,Orion Pictures,United States of America,1982,125212904,93,English,Released,This time he's fighting for his life.,First Blood,7.2,1488,Ted Kotcheff,Richard Crenna,Brian Dennehy,Bill McKinney,tt0083944
1028,0,Drama|Science Fiction|Adventure|Mystery,,593,1970s|loss of sense of reality|extraterrestrial technology|russian|hallucination|space travel|astronaut,ru,Солярис,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",24.132271,Mosfilm,Russia,1972,0,167,Pусский,Released,,Solaris,7.7,357,Andrei Tarkovsky,Natalya Bondarchuk,Jüri Järvet,Anatoliy Solonitsyn,tt0069293
1029,47000000,Animation|Comedy|Family|Fantasy|Science Fiction,http://www.happilyneverafterthefilm.com/,5393,dwarves|cinderella|wolf|bad mother-in-law|prince|fairy tale|wizardry|princess|good and bad|intern|woman director,en,Happily N'Ever After,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",10.410933,Vanguard Films,Germany,2006,38085778,75,English,Released,Fairy Tale Endings Aren't What They Used To Be,Happily N'Ever After,4.6,104,Yvette Kaplan,Andy Dick,Sarah Michelle Gellar,Lisa Kaplan,tt0308353
1030,47000000,Drama|Horror|Thriller|Romance,,9095,servant|monster|laboratory|maid|19th century,en,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",6.067212,TriStar Pictures,United States of America,1996,12379402,104,English,Released,The untold story of Jekyll and Hyde,Mary Reilly,5.7,74,Stephen Frears,John Malkovich,George Cole,Michael Gambon,tt0117002
1031,38000000,Comedy|Romance,,8874,karaoke|marriage proposal|new love|love of one's life|kiss|man-woman relation|secret love|wedding,en,My Best Friend's Wedding,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",15.401855,TriStar Pictures,United States of America,1997,299288605,105,English,Released,It's about finding the love of your life. And deciding what to do about it.,My Best Friend's Wedding,6.3,584,P.J. Hogan,Dermot Mulroney,Cameron Diaz,Rupert Everett,tt0119738
1032,0,Comedy|Romance,,11467,film producer|wife husband relationship|fictitious marriage|married couple|marriage crisis,en,America's Sweethearts,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",10.698929,Columbia Pictures,United States of America,2001,0,102,English,Released,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,America's Sweethearts,5.5,252,Joe Roth,Billy Crystal,Catherine Zeta-Jones,John Cusack,tt0265029
1033,46000000,Crime|Mystery|Thriller,,320,detective|confession|fbi|homicide|blackmail|suspect|love|murder|los angeles|teenager|neo-noir,en,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,41.322708,Section Eight,United States of America,2002,113714830,118,English,Released,A tough cop. A brilliant killer. An unspeakable crime.,Insomnia,6.8,1148,Christopher Nolan,Robin Williams,Hilary Swank,Maura Tierney,tt0278504
1034,46000000,Science Fiction|Action|Adventure|Thriller,http://www.startrek.com/startrek/view/series/MOV/008/index.html,199,federation|starfleet|cyborg|montana|resistance|inventor|repayment|obsession|space opera,en,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",25.6713,Paramount Pictures,United States of America,1996,150000000,111,English,Released,Resistance is futile.,Star Trek: First Contact,7,661,Jonathan Frakes,Jonathan Frakes,Brent Spiner,LeVar Burton,tt0117731
1035,47000000,Action|Western|Drama|Fantasy|Thriller,http://jonah-hex.warnerbros.com/,20533,gunslinger|usa|dc comics|hell|death,en,Jonah Hex,"Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.",22.581313,Warner Bros.,United States of America,2010,10539000,80,English,Released,Revenge gets ugly.,Jonah Hex,4.4,420,Jimmy Hayward,John Malkovich,Megan Fox,Michael Fassbender,tt1075747
1036,46000000,Drama|Thriller|Mystery|War,,10684,gulf war|pilot|u.s. army|praise|rescue mission|tank|medallion,en,Courage Under Fire,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",12.971122,Fox 2000 Pictures,United States of America,1996,100860818,117,English,Released,A medal for honor. A search for justice. A battle for truth.,Courage Under Fire,6.2,232,Edward Zwick,Meg Ryan,Lou Diamond Phillips,Matt Damon,tt0115956
1037,45000000,Comedy,,1624,california|workaholic|birthday|lie|pregnancy and birth|wish,en,Liar Liar,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",26.721386,Imagine Entertainment,United States of America,1997,181000000,86,English,Released,Trust me.,Liar Liar,6.4,1424,Tom Shadyac,Maura Tierney,Cary Elwes,Jennifer Tilly,tt0119528
1038,25000000,Crime|Drama|Thriller,http://www.theinfiltrator.com/,325789,undercover|biography|drug|drug lord,en,The Infiltrator,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,24.672234,Good Films,United Kingdom,2016,15436808,127,English,Released,The true story of one man against the biggest drug cartel in history.,The Infiltrator,6.6,573,Brad Furman,Diane Kruger,John Leguizamo,Daniel Mays,tt1355631
1039,46000000,Drama|History|War,,113464,,en,Inchon,A noisy and absurd re-telling of the great 1950 invasion of Inchon during the Korean War which was masterminded by General Douglas MacArthur.,0.146783,Metro-Goldwyn-Mayer (MGM),South Korea,1981,5200000,140,English,Released,LOVE. DESTINY. HEROES. War Changes Everything.,Inchon,6.5,2,Terence Young,Jacqueline Bisset,Ben Gazzara,Toshirō Mifune,
1040,46000000,Fantasy|Comedy|Family,,888,manager|jealousy|bad mother-in-law|adoption|family's daily life|stone age|plan|friendship|best friend|dinosaur,en,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,28.964162,Universal Pictures,United States of America,1994,341631208,91,English,Released,Yabba-Dabba-Doo!,The Flintstones,5,543,Brian Levant,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,tt0109813
1041,45000000,Action|Crime|Thriller,,82675,kidnapping|bomb|police chase|violence|fbi agent,en,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",49.353524,Twentieth Century Fox Film Corporation,France,2012,376141306,91,English,Released,First they took his daughter. Now they're coming for him.,Taken 2,6.1,2757,Olivier Megaton,Maggie Grace,Famke Janssen,Rade Serbedzija,tt1397280
1042,48000000,Comedy,,4256,horror spoof,en,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",36.585509,Dimension Films,United States of America,2003,220673217,84,English,Released,Great trilogies come in threes.,Scary Movie 3,5.8,912,David Zucker,Jenny McCarthy,Marny Eng,Charlie Sheen,tt0306047
1043,45000000,Comedy|Crime|Action,,1493,undercover agent|terror,en,Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",32.624355,Village Roadshow Pictures,United States of America,2000,212000000,111,English,Released,Never Mess With An Agent In A Dress.,Miss Congeniality,6.1,961,Donald Petrie,Benjamin Bratt,Michael Caine,Candice Bergen,tt0212346
1044,45000000,Action|Science Fiction|Adventure|Comedy|Family,,88751,volcano|prehistoric|dinosaur|prehistoric creature|3d,en,Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",53.090422,New Line Cinema,United States of America,2008,101702060,93,English,Released,Same Planet. Different World.,Journey to the Center of the Earth,5.8,1309,Eric Brevig,Josh Hutcherson,Anita Briem,Seth Meyers,tt0373051
1045,40000000,Comedy|Drama|Family|Romance,,11130,marriage|falling in love,en,The Princess Diaries 2: Royal Engagement,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",30.002907,Walt Disney Pictures,United States of America,2004,95149435,113,English,Released,It can take a lifetime to find true love; she's got 30 days!,The Princess Diaries 2: Royal Engagement,6,697,Garry Marshall,Julie Andrews,Héctor Elizondo,John Rhys-Davies,tt0368933
1046,45000000,Drama|Mystery|Thriller|Crime,,9944,judge|professor|mission of murder,en,The Pelican Brief,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,17.923254,Warner Bros.,United States of America,1993,195268056,141,English,Released,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,The Pelican Brief,6.3,371,Alan J. Pakula,Denzel Washington,Sam Shepard,William Atherton,tt0107798
1047,45000000,Drama|Thriller|Crime|Mystery,,10731,suicide|brother brother relationship|witness protection|brother|investigator|lawyer|gangster,en,The Client,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",17.746719,Regency Enterprises,United States of America,1994,117615211,119,English,Released,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,The Client,6.4,278,Joel Schumacher,Tommy Lee Jones,Mary-Louise Parker,Anthony LaPaglia,tt0109446
1048,45000000,Drama|Comedy,http://www.warnerbros.com/bucket-list,7350,africa|himalaya|brain tumor|wife husband relationship|male friendship|dying and death|wish|journey round the world|terminal illness|billionaire|father daughter relationship|elderly,en,The Bucket List,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",31.305336,Two Ton Films,United States of America,2007,175372502,97,English,Released,Find the joy.,The Bucket List,7,1111,Rob Reiner,Morgan Freeman,Sean Hayes,Beverly Todd,tt0825232
1049,45000000,Drama|Action|Thriller|Crime,,9869,assassin|assassin|repayment|anger|jack ryan,en,Patriot Games,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",19.637704,Paramount Pictures,United States of America,1992,178051587,117,English,Released,Not for honor. Not for country. For his wife and child.,Patriot Games,6.3,433,Phillip Noyce,Anne Archer,Patrick Bergin,Thora Birch,tt0105112
1050,43000000,Romance|Comedy,,4379,bad mother-in-law|surgeon|falling in love,en,Monster-in-Law,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",10.411996,New Line Cinema,United States of America,2005,154749918,101,Český,Released,This relationship is going to be a real mother.,Monster-in-Law,5.6,406,Robert Luketic,Jane Fonda,Michael Vartan,Wanda Sykes,tt0369735
1051,46000000,Drama|Thriller|Crime,http://prisonersmovie.warnerbros.com/,146233,pennsylvania|kidnapping|maze|vigilante|rural setting|candlelight vigil,en,Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",88.496873,Alcon Entertainment,United States of America,2013,122126687,153,English,Released,Every moment matters.,Prisoners,7.9,3085,Denis Villeneuve,Jake Gyllenhaal,Paul Dano,Maria Bello,tt1392214
1052,45000000,Action|Crime|Drama|Thriller,,2034,police brutality|war on drugs|drug traffic|drug deal|los angeles|mexican american,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",52.081131,Village Roadshow Pictures,Australia,2001,104876233,122,English,Released,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",Training Day,7.3,1634,Antoine Fuqua,Ethan Hawke,Scott Glenn,Tom Berenger,tt0139654
1053,45000000,Comedy|Family|Science Fiction,,926,space battle|spaceship|spoof,en,Galaxy Quest,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.",30.816341,DreamWorks SKG,United States of America,1999,90683916,102,English,Released,A comedy of Galactic Proportions.,Galaxy Quest,6.9,710,Dean Parisot,Sigourney Weaver,Alan Rickman,Tony Shalhoub,tt0177789
1054,45000000,Comedy,,4248,sex|exorcism,en,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",35.376971,Gold/Miller Productions,Canada,2001,141220678,83,English,Released,No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,Scary Movie 2,5.4,982,Keenen Ivory Wayans,Marlon Wayans,James DeBello,Shawn Wayans,tt0257106
1055,45000000,Comedy|Family|Music,http://disney.go.com/muppets/,64328,music|robot|duringcreditsstinger,en,The Muppets,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",17.047276,Walt Disney Pictures,United States of America,2011,165184237,103,English,Released,They're closer than you think.,The Muppets,6.5,501,James Bobin,Jason Segel,Emily Blunt,John Krasinski,tt1204342
1056,45000000,Horror|Action,http://www.warnerbros.com/blade,36647,suicide|hero|vampire|bite|fistfight|supernatural|vampire hunter|superhero|rivalry|tragic hero|good vs evil|one man army|extreme violence|scientist|violence|sword|escapade|deadly|fang vamp,en,Blade,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",43.815492,New Line Cinema,United States of America,1998,131183530,120,Pусский,Released,Part Man. Part Vampire. All Hero.,Blade,6.5,1905,Stephen Norrington,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,tt0120611
1057,30000000,Drama,,7214,black people|sport|high school|scholarship|basketball|violence in schools|teacher|teachers and students,en,Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",23.234651,Paramount Pictures,Germany,2005,76669806,136,English,Released,It begins on the street. It ends here.,Coach Carter,7.3,496,Thomas Carter,Rob Brown,Robert Ri'chard,Rick Gonzalez,tt0393162
1058,45000000,Action|Adventure|Crime|Thriller,,1537,new york|custody battle|suspense|lawyer,en,Changing Lanes,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",17.270539,Paramount Pictures,United States of America,2002,94935764,89,English,Released,"An ambitious lawyer, a desperate father, they had no reason to meet, until today,",Changing Lanes,5.9,299,Roger Michell,Samuel L. Jackson,Kim Staunton,Toni Collette,tt0264472
1059,45000000,Adventure|Horror|Thriller,,9360,jungle|animal horror,en,Anaconda,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",27.684779,Columbia Pictures Corporation,Brazil,1997,136885767,89,English,Released,When You Can't Breathe You Can't Scream.,Anaconda,4.7,610,Luis Llosa,Ice Cube,Jon Voight,Eric Stoltz,tt0118615
1060,45000000,Comedy,,6282,bar|music|beautiful woman,en,Coyote Ugly,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",26.79781,Jerry Bruckheimer Films,United States of America,2000,113916474,100,English,Released,This party never ends.,Coyote Ugly,5.8,575,David McNally,Adam Garcia,John Goodman,Izabella Miko,tt0200550
1061,40000000,Comedy|Romance|Drama,http://www.loveactually.com/,508,london england|male nudity|female nudity|love at first sight|usa president|office|christmas party|marriage proposal|press conference|language barrier|prime minister|rock star|tv show|war on terror|school performance|multiple storylines,en,Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,37.073127,Universal Pictures,United Kingdom,2003,244931766,135,English,Released,The ultimate romantic comedy.,Love Actually,7,1869,Richard Curtis,Heike Makatsch,Emma Thompson,Laura Linney,tt0314331
1062,120000000,Adventure|Animation|Comedy|Family,http://movies.disney.com/a-bugs-life,9487,winter|fight|ant|invention|kids and family|smoke|duringcreditsstinger,en,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",87.350802,Walt Disney Pictures,United States of America,1998,363258859,95,English,Released,An epic presentation of miniature proportions.,A Bug's Life,6.8,2303,Andrew Stanton,Julia Louis-Dreyfus,Hayden Panettiere,Phyllis Diller,tt0120623
1063,35000000,Horror|Mystery|Thriller,,768,loss of family|drug addict,en,From Hell,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,26.134678,Twentieth Century Fox Film Corporation,Czech Republic,2001,74558115,122,English,Released,Only the legend will survive.,From Hell,6.6,741,Albert Hughes,Heather Graham,Ian Holm,Robbie Coltrane,tt0120681
1064,45000000,Action|Thriller,,2636,explosive|revenge,en,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",16.582709,Jerry Weintraub Productions,Peru,1994,170362582,110,English,Released,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,5.5,313,Luis Llosa,Sharon Stone,James Woods,Rod Steiger,tt0111255
