movieId,mean,count,weighted_score,title,genres,IMAX,Children,Action,Fantasy,Thriller,Sci-Fi,Comedy,Film-Noir,(no genres listed),Documentary,Animation,Horror,Adventure,Romance,Crime,Mystery,War,Musical,Drama,Western
5953,3.052631579,76,3.159895864,Devils on the Doorstep (Guizi lai le) (2000),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5954,3.818432386,5805,3.817345082,25th Hour (2002),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5955,3.616548616,1553,3.615345901,Antwone Fisher (2002),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5956,3.524520548,10950,3.524532428,Gangs of New York (2002),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5957,3.226731302,3610,3.228570979,Two Weeks Notice (2002),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5958,2.802910053,378,2.842924487,"Wild Thornberrys Movie, The (2002)",Animation|Children|Comedy,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5959,3.512247071,1878,3.512457787,Narc (2002),Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5960,3.201058201,189,3.23540187,Bad Influence (1990),Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5961,2.743161094,329,2.792506538,Blue Steel (1990),Action|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5962,2.070754717,424,2.142757387,Body of Evidence (1993),Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5963,3.738782051,312,3.725059265,"Children's Hour, The (1961)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5964,2.87962963,54,3.068023614,Company Business (1991),Action|Comedy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,3.72907489,454,3.719894527,"Duellists, The (1977)",Action|War,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5966,3.303797468,79,3.353166284,"Kiss Before Dying, A (1956)",Film-Noir|Mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5968,3.285923754,341,3.300743236,Miami Blues (1990),Comedy|Crime|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5969,2.449804433,767,2.479936368,My Girl 2 (1994),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5970,3.277585461,2311,3.279969908,My Girl (1991),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5971,4.148407904,9767,4.147019082,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5972,3.109090909,55,3.229477853,"Road to Hong Kong, The (1962)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,3.624233129,326,3.618304008,"Thief of Bagdad, The (1940)",Adventure|Fantasy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5975,3.313559322,177,3.337536657,War and Peace (1956),Drama|Romance|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5977,3.595,100,3.583358973,Where's Poppa? (1970),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5978,3.183673469,49,3.291123869,"Whistle Blower, The (1986)",Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5979,2.238095238,63,2.57258582,Attack of the Crab Monsters (1957),Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5980,3.368217054,387,3.376943263,Black Christmas (1974),Horror|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5981,3.201670644,419,3.218072097,"Day of the Triffids, The (1962)",Horror|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5982,2.808823529,34,3.092317762,Esther Kahn (2000),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5983,3.296208531,211,3.318325299,Invaders from Mars (1953),Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,3.06884058,138,3.132311217,"Story of O, The (Histoire d'O) (1975)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5985,2.995575221,113,3.08273922,Asoka (Ashoka the Great) (2001),Action|Drama|Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5986,3.713768116,138,3.688561217,Fat City (1972),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5987,2.950704225,71,3.087847255,"Love, Honour and Obey (2000)",Comedy|Crime|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5988,2.842465753,146,2.932558302,Quicksilver (1986),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5989,3.914594764,28798,3.91430152,Catch Me If You Can (2002),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5990,2.677358491,265,2.742751898,Pinocchio (2002),Children|Comedy|Fantasy,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,3.528467909,11592,3.528471654,Chicago (2002),Comedy|Crime|Drama|Musical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
5992,3.684310968,4978,3.683633959,"Hours, The (2002)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5993,3.323529412,221,3.34226253,Max (2002),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5994,3.554435484,496,3.553416592,Nicholas Nickleby (2002),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5995,4.044456038,18209,4.043835763,"Pianist, The (2002)",Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5996,2.79245283,53,3.008930596,Sonny (2002),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5997,3.338235294,34,3.413746333,Champagne for Caesar (1950),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,2.182692308,104,2.418014243,Doppelganger (1993),Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5999,2.637524558,509,2.674519387,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6000,2.509615385,52,2.813105333,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6001,3.843252109,2134,3.840060202,"King of Comedy, The (1983)",Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6002,3.357534247,365,3.367363811,Love Liza (2002),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6003,3.581054412,3547,3.580742447,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6005,3.272727273,671,3.280908795,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6006,2.681016043,1870,2.690893126,Just Married (2003),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6008,3.67472119,269,3.663813727,"Son, The (Le fils) (2002)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6009,2.990740741,54,3.146970983,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6010,2.704081633,98,2.855581622,Double Whammy (2001),Action|Comedy|Drama,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6011,2.768518519,54,2.989076246,Wisegirls (2002),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6012,2.821153846,520,2.849944271,"Guy Thing, A (2003)",Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6013,1.908237748,959,1.944617528,Kangaroo Jack (2003),Action|Comedy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6014,2.669056153,837,2.69111734,National Security (2003),Action|Comedy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,3.015625,32,3.225366568,Big Shot's Funeral (Da Wan) (2001),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6016,4.184896558,21558,4.18422937,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6017,3.102150538,93,3.184085171,Divine Intervention (Yadon ilaheyya) (2002),Comedy|Drama|Romance|War,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
6019,2.907407407,54,3.087760456,Above Suspicion (1995),Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6020,3.477678571,112,3.486341751,Alice Adams (1935),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6021,3.687702265,309,3.677250135,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6022,3.410788382,241,3.420797698,American Me (1992),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6023,3.901716069,641,3.889396372,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
6024,2.7890625,64,2.978718543,Breaking Up (1997),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6025,2.979452055,292,3.018056671,CB4 - The Movie (1993),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,3.346153846,26,3.430620722,"Deathmaker, The (Totmacher, Der) (1995)",Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6027,3.712806026,531,3.705551166,Dogfight (1991),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6028,2.306451613,31,2.814524428,"Easy Come, Easy Go (1967)",Adventure|Musical,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6029,2.75,56,2.970125573,Fun in Acapulco (1963),Comedy|Musical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6030,2.783783784,74,2.954893695,Girls! Girls! Girls! (1962),Comedy|Musical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6031,3.701704545,352,3.691630467,Imitation of Life (1959),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6032,3.770750988,253,3.751526526,"Little Romance, A (1979)",Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6033,2.902597403,77,3.042119138,Mystery Date (1991),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6034,2.456521739,23,2.981550993,"Paradise, Hawaiian Style (1966)",Comedy|Musical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6035,3.708791209,182,3.689557817,Pépé le Moko (1937),Crime|Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6036,3.170731707,123,3.225308929,Secret Admirer (1985),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6037,2.81147541,122,2.921318019,Summer Lovers (1982),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6038,3.176470588,68,3.262997719,Tune in Tomorrow... (1990),Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6039,2.772916667,480,2.806115129,"Woman in Red, The (1984)",Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6040,2.424566088,749,2.456121653,Darkness Falls (2003),Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6041,3.66872428,243,3.657244508,Amen. (2002),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6042,3.48943662,142,3.494937772,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6043,2.857142857,28,3.153395893,In the Mirror of Maya Deren (Im Spiegel der Maya Deren) (2002),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6044,2.371794872,117,2.555178379,Blind Date (1984),Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6045,3.23046875,128,3.274465298,Bullet (1996),Action|Crime|Drama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6046,3.3,30,3.397496051,Claudine (1974),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6047,3.572519084,131,3.566469246,Dead Reckoning (1947),Drama|Film-Noir|Mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6048,3.195652174,23,3.359328771,"Devil at 4 O'Clock, The (1961)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6049,2.904255319,94,3.023015471,Ethan Frome (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6050,2.942028986,69,3.084283458,Gus (1976),Children|Comedy,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,3.71942446,278,3.705565982,"Harder They Come, The (1973)",Action|Crime|Drama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6053,2.93,50,3.11346937,Krush Groove (1985),Drama|Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6054,3.433673469,98,3.451414956,"Moon-Spinners, The (1964)",Children|Mystery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6055,2.696428571,56,2.931664034,Sugar Hill (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6056,3.617021277,94,3.600601678,Chaos (2001),Comedy|Crime|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6057,2.206008584,233,2.320273705,Biker Boyz (2003),Action|Crime|Drama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6058,2.901950163,2769,2.906904262,Final Destination 2 (2003),Horror|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6059,3.387965162,3789,3.388787666,"Recruit, The (2003)",Action|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6060,2.717391304,598,2.746241604,"Guru, The (2002)",Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6062,3.663167104,1143,3.660660768,Lost in La Mancha (2002),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6063,3.36548913,736,3.370276774,May (2002),Drama|Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6064,3.572222222,180,3.567672251,"Harder They Fall, The (1956)",Drama|Film-Noir,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6065,3.45,110,3.463407535,I'm All Right Jack (1959),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6066,3.386206897,145,3.405208351,Murder by Decree (1979),Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6067,3.207509881,253,3.233344708,Ordinary Decent Criminal (2000),Comedy|Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6068,3.115384615,39,3.265078601,Pursued (1947),Thriller|Western,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6070,3.1375,80,3.222252889,Tokyo Decadence (Topâzu) (1992),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6072,3.514084507,71,3.517954781,"Unfaithful Wife, The (Femme infidèle, La) (1969)",Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6073,3.634615385,52,3.603645874,Victim (1961),Crime|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6075,3.638888889,54,3.607497298,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6076,3.186440678,59,3.279874008,Enigma (1983),Drama|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6077,3.634146341,246,3.625633562,Evil Under the Sun (1982),Crime|Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6078,2.954022989,696,2.971684951,Firefox (1982),Action|Sci-Fi|Thriller,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,1.983870968,31,2.625845183,Forced Vengeance (1982),Action|Adventure,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6081,3.107142857,70,3.208367333,"Never Play Clever Again (Gendarme et les gendarmettes, Le) (1982)",Comedy|Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6082,3.68956044,182,3.672400954,"Grey Fox, The (1982)",Romance|Western,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6083,3.295081967,61,3.357467406,Hammett (1982),Crime|Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6084,2.957943925,107,3.055579804,Honkytonk Man (1982),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6086,3.048780488,41,3.216980868,"I, the Jury (1982)",Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6087,3.245283019,53,3.328930596,If You Could See What I Hear (1982),Comedy|Drama|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6088,2.5,39,2.871635978,Jekyll & Hyde... Together Again (1982),Comedy|Sci-Fi,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6089,2.4625,40,2.841448301,"J. Gang Meets Dynamite Harry, The (Jönssonligan & DynamitHarry) (1982)",Comedy|Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6090,3.183673469,49,3.291123869,Kiss Me Goodbye (1982),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,3.387323944,71,3.421180588,Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6092,2.756097561,164,2.847687068,"Last American Virgin, The (1982)",Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6093,3.636363636,1298,3.634598329,"Last Unicorn, The (1982)",Animation|Children|Fantasy,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6094,3.170258621,232,3.201455885,Liquid Sky (1982),Comedy|Sci-Fi,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,2.941860465,43,3.141073764,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,2.928571429,56,3.098330701,Making Love (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6097,2.375,24,2.927604232,Manhattan Baby (1982),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6098,3.733333333,30,3.647496051,"Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6099,2.030120482,83,2.344474235,Megaforce (1982),Action|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6100,3.310176125,511,3.319267907,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6101,3.786417323,508,3.775792065,Missing (1982),Drama|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6102,3.213592233,103,3.269358357,"Missionary, The (1982)",Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,2.642857143,28,3.033395893,Monsignor (1982),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6104,3.926481346,2734,3.923319955,Monty Python Live at the Hollywood Bowl (1982),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6105,3.483766234,154,3.489601106,Moonlighting (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6107,3.701986755,151,3.680172224,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6108,3.414285714,35,3.459119205,"That Night in Varennes (Nuit de Varennes, La) (1982)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6109,2.995535714,112,3.083356677,One from the Heart (1982),Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6110,2.630434783,23,3.070439882,Pandemonium (1982),Comedy|Horror|Mystery,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6111,2.84,50,3.05096937,Paradise (1982),Adventure|Romance,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6113,3.159090909,44,3.282875677,Godard's Passion (Passion) (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6114,3.214876033,121,3.263425138,Permanent Vacation (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6115,2.961783439,157,3.031674831,Personal Best (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6116,2.696531792,173,2.790614332,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6118,3.781690141,142,3.747986553,Blind Chance (Przypadek) (1981),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6119,3.665441176,136,3.64664427,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,2.791044776,134,2.895319197,Q: The Winged Serpent (1982),Drama|Fantasy|Horror|Sci-Fi|Thriller,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6121,3.067010309,97,3.15268735,Querelle (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6122,3.805970149,603,3.796271671,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6123,4.043269231,312,4.009490403,Sunless (Sans Soleil) (1983),Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6124,3.322147651,149,3.348946168,Savannah Smiles (1982),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6125,3.674679487,312,3.665179026,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6126,3.821022727,176,3.788736337,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6127,3.618644068,118,3.604784248,Shoot the Moon (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6128,2.615384615,78,2.816697947,Six Pack (1982),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6129,2.47826087,46,2.818673451,Six Weeks (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6130,2.662790698,43,2.95645838,"Soldier, The (1982)",Action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,2.655555556,45,2.942832756,Some Kind of Hero (1982),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6132,2.90776699,103,3.017358357,"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime|Horror|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6133,3.372093023,43,3.425689149,"State of Things, The (Stand der Dinge, Der) (1982)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6134,3.25,80,3.310488183,Starstruck (1982),Comedy|Musical,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6135,3.246753247,77,3.309795906,Still of the Night (1982),Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6136,3.577777778,45,3.562235741,"South, The (Sur, El) (1983)",Drama|Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6137,2.444444444,27,2.932036626,Sword of the Valiant (1984),Action|Adventure|Fantasy|Romance,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6139,3.225,60,3.306948716,Tempest (1982),Comedy|Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6140,3.517027864,323,3.517883463,Tenebre (1982),Horror|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6141,2.574675325,154,2.694146561,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Comedy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
